title	content
근데 입실 다 좋은데 좀 짜증났던 점.	싸이가 와서 핸드폰 넣으라고 하기 전까지 계속 일부 사람들이 핸드폰들고 동영상 찍던데 굳이 그럴 필요가 있는지.. 자기들은 모르겠지만 뒷 사람들 시야방해 심하게 하는데 혹시 이 글 보게 된다면 반성좀 했으면 좋겠슴.. 요즘 유튜브에 직캠 삐까뻔적한데말이야
싸이갓	어제 좀만 '덜' 뛸걸
갠적으로 효린 ♡	진짜 한국인 아닌 몸매에다가 춤선 대단하거 건강미가 어떤건지 확실히 느꼈고, 노래에 감정이 다 들어가있고 표정에서도 감정을 느낄 수 있었다
공연도 공연이지만	영상 만드신 kubs ktn kutv 모두 수고하셨어요ㅎㅎ 저는 새내기가 아니라 영상 여러번 봤지만 고등학교 친구가 놀러와서 영상 처음 보고 굉장히 재밌어했어요!! 다들 어떻게 그렇게 씽크빅 넘치는 고퀄 영상을 만들어내시는지 신기할 따름입니다! 고연전때도 기대할게요♡
밑에분이 요청하신 불꽃놀이	어제 너무 행~복~~~~~ 빛재상니뮤
이번 입실에서 느낀점은	예쁘고 잘생긴 사람들 정말 많다는거..ㅎㅎㅎ사실 연예인들 실제로 보고있으니 물론 그분들 예쁘고 멋지지만 옆에 함께 서있는 관중들 중에서도 그만큼 예쁘고 잘생긴 분들 정말 많다고 느꼈습니다..다들 부러워요><
뒷.목.이.안.움.직.인.다.	허리부터 척추를 타고 목끝까지 뼈마디마디와 관절과 근육이 비명을 지른다
입실 윤두준 직캠보는데	노래 내내 아빠미소 짓네 ㅋㅋㅋ 내가 다 뿌듯ㅎㅎ
선배님들 싸우지마시고	자정진 과제보면서 소소한 행복을 느끼시길..적어도 이런건 안해도 되잖아여 ㅇㅈ?
양ㅇㅇ가 만든 또다른 피해자들	양ㅇㅇ가 주작의 담보로 잡은건 다른 성범죄 피해자들의 인생
샤이니 신곡💎	"신곡 ""데리러가"" 나왔어요 많이 들어주세요 ㅜㅜ 노래 좋아용... 믿듣샤👍"
샤이니 신곡	개쩐다,,,,,비트 졸라 고급져
뽀또	이공캠 서열 1위
화장실 몰카를 보는 사람들의 심리.	Rice, M. E., Chaplin, T. C., Harris, G. T., & Coutts, J. (1994). Empathy for the victim and sexual arousal among rapists and nonrapists. 아래 그래프 보면 알겠지만, 그냥
여러분 그거 아십니까	내일이면 이번학기 마지막 수요일 수업임ㅎㅎㅎ 수요일에 수업 젤많아서 행복하닷
샤이니 이번 노래 중에	안녕 개조음 진짜 가사 한국어로만 써졌는데 개띵곡,,,
오늘의 뽀또!!	움짤은 친구가 쪄줬어요ㅎㅎ 모두 뽀또 보고 더운날씨 힐링해요!!!
내가 신기한거 알려줄까	띄어쓰기는 붙여서 쓰고 붙여 쓰기는 띄어서 쓴다 ㅎㅎ
미스함무라비 존잼이다 ㅋㅋㅋㅋㅋ	하
오늘 우울해서 찍은 하늘사진	미래에 대한 생각을 하다 너무 답답해져서 집에 가지 않고 근처 공원에 갔다. 옛날에 들었던 노래를 들으며 다리가 아플 때까지 계속 걸었다. 벤치에 앉아서 호수를 바라보며 생각에 잠기려는데 모기가 너무 많아서 어쩔 수 없이 일어나서 집에 왔다. 집에 왔는데 수박이 있다. 맛있다. 지금 앉
내 친구가 가장 터프해보이던 순간	캡슐알약을 깨물어 먹음 인간이 아님
원래 무표정인데	존나 뭐라고 한다 원래 표정이 없는데 왜 내가 힘들여서 웃고 다녀야하나 우리엄마아빠도 뭐라 안하는데 왜 너네한테서 그런 말을 들어야 해
하스 열람실 몰카검사하네	고대 일 잘한다 ㅎㅇㅌ
고려대 상징동물 초파리로 바꾸고 1억받기	"호랑이 응원가도 우리는 호랑이 부분 우리는 초파리로 바꿔서해야함 입실렌티에서도 연예인들 와서 되도않는 ""에이 그래도 독수리보다는 초파리죠~""하는 개소리 들어야함 반티에 있는 모든 호랑이 그림 초파리로 대체 즉시됨 KUTV 영상 시작에 초파리 클로즈업 돼서 왜앵 소리로 시작함 함 안함??"
월요일이면짖는개	월!!!!!워월월!!!!! 으르르ㅡㄹ....월!!!!!!워월월!!!!!!! 월!!!!!워월월!!!!! 월!!!!!워월월!!!!! 으르르ㅡㄹ....월!!!!!!워월월!!!!!! 월!!!!!워월월!!!!! 으르르ㅡㄹ....월!!!!!!워월월!!!!!!! 월!!!!!워월월!!!!! 으르르ㅡㄹ
교수님 마이크 차고 화장실 가심ㅋㅋㅋㅋㅋㅋㅋ	소리가 강의실에 라이브로 다들렼ㅋㅋㅋ 코풀러가셨는데
학교다니면서 고마운 사람 1순위	청소해주시는 여사님들.. 엊그제 중도에서 밤새는데 새벽 5시에 막힌 변기 뚫고 계시더라 너무 감사하고 존경스러움
제발 거래할 때는 기본적인 예의 좀 지켜주시면 좋겠네요 😊	방 보러 오고싶다고 해서 시간 다 맞춰드렸는데, 당일에, 그것도 약속 시간 다 지나서 제가 어디냐고 연락드리니까 못 오겠다고 하신 분 ... ^^ 진짜 일이 있으셨을지도 모르니까 다시 맞춰드렸었는데 이젠 문자 답장도 안하시고 잠수 타셨네요 ! 전 그 쪽이랑 한 약속 지키려고 공부하다가
노트북씨발새끼가	똥싸고오니까 지맘대로 업데이트하고있네 이씨발럼이 자료정리한거 날라가면 진짜 오늘 너죽고 나죽는고다개같은새끼야
우사인 볼트 VS 좌코사인 너트 ㅋㅋㅋ	ㅋㅋㅋ
페미들의 가장큰문제점	메갈워마드새끼들 페미니스트라고 대놓고 걸어놓고 남혐하는꼬라지 절대 개선안하려고하면서 난 저런건 동의못하지만 페미니즘은 필요해~~~~ 이지랄하는 한녀들이 더문제임ㅋㅋㅋㅋㅋㅋ 현실은 페미니스트 교수 성평등학회뭐뭐뭐 장 달고 연설하고다니는 놈들 대놓고 자기 워마드 메갈이라고 하고다녀
나 고딩때 학원에서 방구꼈는데	의자가나무의자라서 울리는지 참으면서방출하니까 쌔애 앵 이런소리가남 ㅋㅋㅋㅋㄹㅇ 근데선생님이 어 쌤왜불럿 어?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂㅋㅋㅋㅋㅋ
뽀또는 조켓다	만인에게 사랑받아서ㅎㅎ 사실은 저 위에서 신들도 날 보면서 귀여워해주지 않을까^^ 신들 게시판에 맨날 나 귀엽다고 올라오구ㅎㅎ
겨울뽀또	꼬리로 앞발 감싸고있었음 핫팩 사람들이 많이줬더라 겨울 잘버텨줘서 고마워 뽀또야ㅏㅏㅏㅏ
이게맞아	동감
우리 강아지 지가 사람인 줄 알아요..	개돼지
어항 구경하는 마리	고양이
아니 근데 좀 이해가 안가는게	<몰카찍지마세요> 하는게 대체 왜 꼴페미? 그건 페미 다 떠나서 당연한 말 하고있는거 아님? 혜화역 시위보고 꼴페미거리는건 ㅇㅈ하는데 대체 왜? 그냥 자기들 꼬우면 꼴페미인가
오늘도 옆을 지키는	마리인데 나 너무 공부안한다 얼른해야지ㅠㅠ
오늘 카페에서 남자가 왜 자꾸 쳐다봤을까	공부하다가 계속 힐끔거리길래 이상해서 뭐 묻은줄알고 화장실도 갔다왔는데 그 이후에도 계속 힐끔힐끔 봐서 빡침 딴데보는것도 아니던데. 대체 뭐야;
《퀘스트:: M생을 구원하자》 보상: 치킨 기프티콘	월요일 오후 3시 30분에 대사조절학 시험이 있는 김엠생(가명) 씨는 그 수업을 한번도 가지 않았을 뿐더러 현재 공부를 하나도 해놓지 않은 상태이다. 교수님께서 ppt를 블랙보드에서 수시로 삭제하는 터라 이를 저장해 놓지도 않았고, 심지어 독강이라 ppt를 구할 친구조차 없는 상태이다
고양이는 사랑입니다..	오늘 아침에 길냥이 있길래 찍었더니 기지개켜는게 찍힘....귀여워... 핫게 갔네요ㄷㄷ..발바닥 젤리 보이는 사진도 추가..!!
신에게는 아직	ㅅㅂ 6시간만 있네 졷댔다
아 씨발 진짜	존나 졸려 뒤지겠다
🙇	오늘 시험 잘 치게 해주세요👊
간만에 고대생들 고대생 같다고 느낌ㅋㅋ	다같이 지하철에서 공부하고 있는 모습이란
이번 학긴 나가립니다~~다음학길 기대하세요~~🎶	다음 학기도 나가리면~학고세번 제적입니다~🎵 한 강의 째고! 두 강의 째고! 세 강의 마저째고 하나 둘 셋 넷!
세종캠 웃기는점	서울캠 학생들 보고 학벌주의에 찌들었다면서 정작 지들 학교는 자랑스럽게 못말하고 서울캠 사칭함. 어떻게든 서울캠 다녀보겠다고 아득바득 기어오는 느그들도 학벌주의의 표본 아니냐?ㅋㅋ 그리고 학벌주의가 뭐 어때서? 난 지잡대생이랑 같은 학교 다니고 싶지 않고 같은 취급 받기도 싫어
ㄹㅇ 세종캠 분리 안하나	왜 빡대가리 사칭 새끼들 때문에 진짜 고대생이 세종캠 의심받아야 돼? 서창대든 조치원대든 개명하고 완전 분리해라. 학벌주의 싫다던 75들은 당연히 찬성이겠지?
요즘 에타에 잘 안들어오게 됩니다	18학번 새내기입니다. 학기초에 다양한 정보를 에타를 통해 알 수 있어서 애용했어요. 그런데 요즘 페미니즘, 세종캠 관련한 이야기들이 너무 많아서 안들어오게 되네요. 다들 시험기간이라 예민해서 그런건지 말투도 날카롭고 신경도 곤두서있는 듯해요. 둘로 나눠져서 평행선 상태에서 싸우는 게
학부생 성적 처리 일정 안내	질문 하시는 분들이 많길래 포털에서 가져왔습니다! 참고하시고 다들 만족하시는 학점 받으시길 바랄게용🙏
시험끝나고 다시 다이어리 쓰는데	제발 작심삼일 아니길..💕 다이어리 꾸미고 끝까지 써보는게 내 로망 중 하나 다들 내 로망 이룰 수 있도록 응원해주라 💞💓💗💖
정신적사랑을 뭐라고 하냐	플라스틱 러브인가
이상하게 우리나라랑 뛰면	잘 하던 팀도 이상해지는 듯... 지옥의 하향평준화
학점을	알고 싶으면서도 알고 싶지 않다
와 골키퍼 진짜 킹짱빛이다	조금 지렸다
야 됐다 이거면 충분해	유효슈팅 0개로 시작해 독일 이기고 끝남ㅋㅋㅋㅋㅋ 진짜 파란만장하닼ㅋㅋㅋㅋㅋㅋ
형이 왜 거기서 나와..?	덕분에 재밌었어
현우야 광고찍어라	니가영웅이다
조현우: 저는 한게 없고 다른 선수들이 잘해줬습니다	니가 다했어 현우야 ㅠㅠ
독일 어떤상황이지	우리나라가 양궁에서 전원64강 탈락한 기분인가
그렇구나...노이어 형 꿈이뤘네...ㅎㅎ..	ㅎㅎ
현우는 인성까지 됐다	자기말고 다른 골키퍼가 나왔어도 잘했을거래 ㅠㅠ 유럽가자 제발 ㅠㅠ
이긴건 이긴거고	심판은 똥꼬 대라 휘슬 쳐넣게
살다살다 성장형 축구 처음봄	유효슈팅0개에서 출발해서 2차전은 만회골 넣고 마지막에 피파랭킹 1위 때려잡으면서 장렬히 탈락
조현우 진짜	내가 초딩때 본 스포츠 만화영화 주인공 같다...무슨 골들어오는 공 다 막아내...ㄷㄷㄷ ㅋㅋㅋㅋ
독어독문학과 큰일났다	원어민 교수진들 빡쳐서 단체 F행
혼돈의 F조ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
독일 예선탈락 조 최하위	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ냐하!
오늘 축구 후기ㅠㅠㅠ⚽️	1. 독일상대로 기대전혀 안하고 봤으나,,, 생각치못한 꿀잼 경기 이끌어나감 - 스웨덴 멕시코전보다 몇배 성장한듯 보였음ㅠㅠㅠㅠ그전에 왜 이정도 못했나싶을정도로ㅠㅠ흑흑 2. 킹 갓현우⭐️. - 그저 킹.... 갓갓갓 빛현우였음 막은 골 갯수가 몇갠지도 모르겠음...... 모든 경
안정환 해설 개웃기넼ㅋㅋㅋㅋㅋ	아~ 우리 선수들~ 욕 먹기 전에 좀 잘하지!!
독일에 사는 한인들	생존을 위해 모든 외출 일정을 취소했대...ㅋㅋㅋㅋ
남 ㅈ되게 할때는 힘내는 나라	캬
빛현우 거짓말함	여러분 이거 다~ 거짓말인거 아시죠??!
진짜 열심히 살아야겠다	능력이 약간 모자라도 열심히 하는걸로 할 수 있다는 것을 보여준 축구대표팀 대단하다!!
ㄹㅇ	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
해학의 민족 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	출처 고파스
독일vs한국 경기요약	갓ㅡ현우
노력은	배신한다
일본 폴란드	본 사람있냐? 안본눈산다ㅋㅋ 존나 전세계 관중 우롱하네 기분잡쳤음
학관 해금 연주자 님께	안녕하세요? 저는 학관 5층 동방을 사용하는 사람입니다. 제가 지난 기말 시험기간에 한국사 시험을 시험 두시간 전부터 동방에서 벼락치기하면서 학관 복도에 은은하게 울려퍼지는 그대의 해금 소리에 완벽한 한국사 분위기 속에서 공부할 수 있었습니다. 그리고 덕분에 오늘 에이쁠이라는
이과고 경영이고 자전이거 협문이고 간에 걍 니가 잘하면 학점 잘나온다	무슨 다 지네 과가 힘들다고 난리들이네 무슨 군대 어디 나왔는지 누가 더 힘든 보직이었는지 부심 배틀하는 것도 아니고 뭐하는거냐? ㅋㅋㅋㅋㅋㅋㅋ 어차피 힘들든 아니든 다 그만큼 학점 보정 보상이 있고 잘 받는 애들은 소리없이 아싸마냥 열심히해서 다 받아간다 ㅋㅋㅋ 핑계는 ㅋㅋㅋㅋ
제주도민들	특히 탐라주민들은 조심하세요. 어떤 미친놈이 여자 23명을 살해하겠단 협박서를 한번도 아니고 두번이나 썼다네요
🙏쿠클루를 살려주세요🙏	🙏🙏🙏
법후 사시는 게이커플님께	법후 2층 원룸에 사시는 게이커플님 제발 소리 좀 줄여주세요 ㅠㅠ 감정이 격해지신 건 알겠지만 오늘 같은 날 빗소리도 뚫고 다들려요 직접 가서 말하기도 민망하니까 제발 🙏🏻 🙏🏻 🙏🏻
🙌🏻2학기 수강신청 전체일정🙌🏻	
문재인 얼굴도 두껍지	쌩지랄을 떨어놓고 일자리를 창출해달라고ㅋㅋㅋ
(펌) 페미니스트의 업적	페미니스트들이 진심으로 바라는것 1. 여성의 불행 2. 여성의 권리 및 인권 침해 3. 여성 피해자 증가 4. 더욱 더 커지는 여성혐오 5. 더욱 강해지는 남성우월주의 6. 여성혐오  패미니스트들이 사회적으로 이루어낸것 1. 남성을 향한 범죄행위 2. 더욱 심해진 여성혐오 3. 진짜 도움이 필요한 여성들이 도움받지 못하게 됨 4. 여자가 피해자인데도 정말 피해자가 맞는지 의심받아야 하는 사회 5. 같은 여성들을 대상으로 금전적 사기행위 6. 피해여성을 위해 모집된 시위라면서 피해여성과 유가족을 조롱하며 비웃는 시위  페미니스트들이 전혀 신경 안 쓰는것 1. 여성의 인권 2. 여성의 권리 3. 도움이 필요한 여성 4. 보호받아야 하는 여성 5. 페미니스트가 아닌 여자  + 그리고 여기에 덧붙여서 중국이나 인도 같은 외국에서 강간 등 성폭행을 당하며 인권유린 당하는 여자들 또한 페미니스트들의 아웃오브안중에 포함된다
